PostScript|ps.gif|PostScript
PDF|pdf.png|PDF
PDF(RAR)|pdf.png|PDF (RAR)
MSWord|msword.png|Microsoft Word
DjVu|djvu.png|DjVu
RAR|rar.gif|RAR Archive
TeX|tex.gif|TeX Source
C++|cpp.png|C++ Source
